sentence1,sentence2,label,ticket_id,issue_category,ground_truth_primary_issue_category,ground_truth_resolution_state
Application freezes after update.,Cause: Stale mapping entry. Fix: Refreshed drive mapping policy.,0.0,TDX-10129,software_access,application_crash,resolved
"Employee missing email, VPN, and ERP app access",Cause: Downstream provisioning task failed. Fix: Completed the failed downstream provisioning step.,1.0,TDX-10130,account_locked,onboarding_offboarding,resolved
"Employee missing email, VPN, and ERP app access",Cause: File deleted from shared folder. Fix: Recovered file from backup and placed back in shared folder.,0.0,TDX-10130,account_locked,onboarding_offboarding,resolved
Printer shows offline and queue is stuck.,"Cause: Old printer mapping. Fix: Reinstall printer mapping, clear local print queue.",1.0,TDX-10134,printer_issue,printer_issue,resolved
Printer shows offline and queue is stuck.,Cause: Recent driver package is causing system instability. Fix: Rolled back problematic driver and workstation remained stable after reboot.,0.0,TDX-10134,printer_issue,printer_issue,resolved
"New hire missing email, VPN, and ERP app access",Cause: Identity workflow failed to push entitlements. Fix: Completed downstream provisioning step.,1.0,TDX-10136,account_locked,onboarding_offboarding,resolved
"New hire missing email, VPN, and ERP app access","Cause: Old printer mapping. Fix: Removed and re-added printer, test page printed successfully.",0.0,TDX-10136,account_locked,onboarding_offboarding,resolved
Reset link invalid due to expired token.,Cause: Previous token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10139,password_reset,password_reset,resolved
Reset link invalid due to expired token.,Cause: provisioning task queued. Fix: re-ran provisioning task.,0.0,TDX-10139,password_reset,password_reset,resolved
Computer crashes on startup with blue screen.,Cause: Faulty driver update. Fix: Removed bad driver package and applied approved version.,1.0,TDX-10140,hardware_issue,workstation_failure,resolved
Computer crashes on startup with blue screen.,Cause: Identity workflow did not finish pushing all entitlements. Fix: Reran provisioning task to assign missing access.,0.0,TDX-10140,hardware_issue,workstation_failure,resolved
Installer fails due to incorrect deployment scope,Cause: Application not targeted correctly. Fix: Corrected deployment scope and install completed successfully.,1.0,TDX-10141,permission_issue,software_install,resolved
Installer fails due to incorrect deployment scope,Cause: Previous token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10141,permission_issue,software_install,resolved
Workstation keeps rebooting after blue-screen.,Cause: Faulty driver update. Fix: Rolled back problematic driver and workstation stabilized.,1.0,TDX-10142,hardware_issue,workstation_failure,resolved
Workstation keeps rebooting after blue-screen.,Cause: Previous token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10142,hardware_issue,workstation_failure,resolved
"Laptop storage almost full, causing save failures and performance issues.","Cause: Local profile cache consuming excessive space. Fix: Cleared local cache and temp files, freeing up usable space.",1.0,TDX-10143,network_issue,disk_space_full,resolved
"Laptop storage almost full, causing save failures and performance issues.",Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10143,network_issue,disk_space_full,resolved
Account locked after too many failed attempts.,Cause: Account locked due to too many failed login attempts. Fix: Cleared the lockout and confirmed account can authenticate again.,1.0,TDX-10145,account_locked,account_locked,resolved
Account locked after too many failed attempts.,Cause: Previous token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10145,account_locked,account_locked,resolved
BitLocker recovery prompt after restart,Cause: Device restarted unexpectedly. Fix: Provided stored recovery key and device unlocked.,1.0,TDX-10147,hardware_issue,encryption_issue,resolved
BitLocker recovery prompt after restart,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10147,hardware_issue,encryption_issue,resolved
Internet access blocked for external sites only.,Cause: Proxy configuration pointing to old address. Fix: Resetting proxy configuration and reapplying managed settings.,1.0,TDX-10148,network_issue,internet_access,resolved
Internet access blocked for external sites only.,Cause: Outdated database credential. Fix: Updated application with current database secret.,0.0,TDX-10148,network_issue,internet_access,resolved
Two-factor sign-in rejected after changing phones.,Cause: MFA registration token drifted out of sync. Fix: Reset MFA enrollment and re-register authenticator app.,1.0,TDX-10149,account_locked,mfa_issue,resolved
Two-factor sign-in rejected after changing phones.,Cause: API response payload change from upstream broke downstream parser. Fix: Updated downstream service to match upstream response format.,0.0,TDX-10149,account_locked,mfa_issue,resolved
Install fails before completion due to deployment scope issue.,Cause: Deployment scope not approved for device. Fix: Corrected deployment scope and install completed successfully.,1.0,TDX-10151,permission_issue,software_install,resolved
Install fails before completion due to deployment scope issue.,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10151,permission_issue,software_install,resolved
Account locked due to too many failed sign-ins.,Cause: Repeated failed sign-ins. Fix: Account unlocked by IT support.,1.0,TDX-10152,account_locked,account_locked,resolved
Account locked due to too many failed sign-ins.,Cause: Email matched known phishing pattern. Fix: Message removed from mailboxes.,0.0,TDX-10152,account_locked,account_locked,resolved
Application freezes after update.,Cause: Local app data and profile cache corrupted. Fix: Rebuilt application's local profile data.,1.0,TDX-10153,software_access,application_crash,resolved
Application freezes after update.,Cause: Email matched known phishing pattern. Fix: Quarantined message and blocked similar sender patterns.,0.0,TDX-10153,software_access,application_crash,resolved
Business app crashes after update.,Cause: Corrupted local profile data for the application. Fix: Rebuilt the application's local profile data.,1.0,TDX-10154,software_access,application_crash,resolved
Business app crashes after update.,Cause: Proxy settings misconfigured. Fix: Corrected proxy settings.,0.0,TDX-10154,software_access,application_crash,resolved
Password reset email link expired.,Cause: Reset token was no longer valid. Fix: Generated fresh password reset link and it worked.,1.0,TDX-10156,password_reset,password_reset,resolved
Password reset email link expired.,Cause: Device token out of sync with identity platform. Fix: Reset MFA enrollment and re-register authenticator app.,0.0,TDX-10156,password_reset,password_reset,resolved
Shared drive not reconnecting after stale mapping removal,Cause: Stale drive mapping entry. Fix: Removed stale entry and re-applied mapping.,1.0,TDX-10157,network_issue,shared_drive_issue,resolved
Shared drive not reconnecting after stale mapping removal,Cause: Account locked due to too many failed login attempts. Fix: Cleared the lockout and confirmed account can authenticate again.,0.0,TDX-10157,network_issue,shared_drive_issue,resolved
Cannot join secure wireless due to invalid certificate.,Cause: Machine certificate used for secure Wi-Fi is no longer valid. Fix: Pushed new wireless certificate and had user reconnect.,1.0,TDX-10158,network_issue,wifi_connectivity,resolved
Cannot join secure wireless due to invalid certificate.,Cause: Local app data and profile cache corrupted. Fix: Rebuilt application's local profile data.,0.0,TDX-10158,network_issue,wifi_connectivity,resolved
Cannot join secure office wireless network,Cause: Wireless certificate expired. Fix: Pushed new certificate and reconnected device.,1.0,TDX-10159,network_issue,wifi_connectivity,resolved
Cannot join secure office wireless network,Cause: Stale local printer mapping. Fix: Removed and re-added the printer.,0.0,TDX-10159,network_issue,wifi_connectivity,resolved
Print jobs stuck and printer offline.,"Cause: Local printer mapping stale. Fix: Removed and re-added printer, test page printed successfully.",1.0,TDX-10160,printer_issue,printer_issue,resolved
Print jobs stuck and printer offline.,Cause: Faulty driver update. Fix: Removed bad driver package and applied approved version.,0.0,TDX-10160,printer_issue,printer_issue,resolved
Need previous version of shared document restored,Cause: File deleted from shared folder. Fix: Recovered file from backup and placed back in shared folder.,1.0,TDX-10162,other,data_recovery,resolved
Need previous version of shared document restored,"Cause: VPN client profile expired. Fix: Updated the VPN client profile, and the connection completed successfully.",0.0,TDX-10162,other,data_recovery,resolved
Password reset email link expired.,Cause: Previous token had expired. Fix: Generated fresh password reset link and it worked.,1.0,TDX-10170,password_reset,password_reset,resolved
Password reset email link expired.,Cause: Machine certificate for secure Wi-Fi is no longer valid. Fix: Pushed new wireless certificate and had user reconnect.,0.0,TDX-10170,password_reset,password_reset,resolved
VPN connection fails after authentication.,"Cause: VPN client profile expired. Fix: Updated the VPN client profile, and the connection completed successfully.",1.0,TDX-10173,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,Cause: Deployment scope not approved for device. Fix: Corrected deployment scope and install completed successfully.,0.0,TDX-10173,vpn_issue,vpn_issue,resolved
VPN connection fails after profile expiration.,Cause: VPN profile expired. Fix: Received updated profile and reconnected successfully.,1.0,TDX-10175,vpn_issue,vpn_issue,resolved
VPN connection fails after profile expiration.,Cause: Sender impersonation from outside. Fix: Quarantined message and blocked similar patterns.,0.0,TDX-10175,vpn_issue,vpn_issue,resolved
Permission denied accessing shared team folder,Cause: Group membership change needed. Fix: Added correct access group to account.,1.0,TDX-10179,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder,"Cause: Device not properly registered. Fix: Re-registered device on call manager, test calls working again.",0.0,TDX-10179,permission_issue,permission_issue,resolved
Workstation crashes shortly after sign-in.,Cause: Recent driver package is causing system instability. Fix: Rolled back problematic driver and workstation remained stable after reboot.,1.0,TDX-10180,hardware_issue,workstation_failure,resolved
Workstation crashes shortly after sign-in.,Cause: Outdated VPN profile. Fix: Received and applied updated profile.,0.0,TDX-10180,hardware_issue,workstation_failure,resolved
Printer shows offline and stuck in queue.,"Cause: Old print path on local machine. Fix: Removed and re-added printer, test page printed successfully.",1.0,TDX-10181,printer_issue,printer_issue,resolved
Printer shows offline and stuck in queue.,Cause: Device certificate expired. Fix: Renewed device certificate and re-applied Wi-Fi profile.,0.0,TDX-10181,printer_issue,printer_issue,resolved
Docking station firmware outdated,Cause: Outdated docking station firmware. Fix: Updated the docking station firmware and tested.,1.0,TDX-10187,hardware_issue,peripheral_issue,resolved
Docking station firmware outdated,"Cause: Device stuck in noncompliant policy state. Fix: Resynced device record and forced policy evaluation, returned to compliant state.",0.0,TDX-10187,hardware_issue,peripheral_issue,resolved
Account locked due to repeated failed sign-ins,Cause: Repeated failed sign-ins. Fix: Account unlocked by IT.,1.0,TDX-10188,account_locked,account_locked,resolved
Account locked due to repeated failed sign-ins,Cause: Device restarted unexpectedly. Fix: Provided stored recovery key and device unlocked.,0.0,TDX-10188,account_locked,account_locked,resolved
Desk phone not registering with call manager.,"Cause: Device not properly registered. Fix: Re-registered device on call manager, test calls working again.",1.0,TDX-10189,network_issue,voip_telephony,resolved
Desk phone not registering with call manager.,Cause: Corrupted local profile data for the application. Fix: Rebuilt the application's local profile data.,0.0,TDX-10189,network_issue,voip_telephony,resolved
Need previous version of shared document restored,Cause: File overwritten. Fix: Recovered from backup and placed back in shared folder.,1.0,TDX-10191,other,data_recovery,resolved
Need previous version of shared document restored,Cause: Stale mapping entry. Fix: Refreshed drive mapping policy.,0.0,TDX-10191,other,data_recovery,resolved
Application crashes on launch.,Cause: Local profile data corruption and authentication issues after recent change window. Fix: Rebuilt application's local profile data.,1.0,TDX-10193,software_access,application_crash,resolved
Application crashes on launch.,Cause: Old print path mapping. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10193,software_access,application_crash,resolved
Antivirus alert with slow performance,"Cause: Malicious file detected. Fix: Device isolated, threat removed, verified clean.",1.0,TDX-10194,phishing_report,malware_infection,resolved
Antivirus alert with slow performance,Cause: File deleted and not recoverable via normal recycle bin. Fix: Recovered file from prior snapshot and placed back in shared folder.,0.0,TDX-10194,phishing_report,malware_infection,resolved
Laptop booted into BitLocker recovery prompt,Cause: Security-state change after device restart. Fix: Provided recovery key and unlocked device.,1.0,TDX-10195,hardware_issue,encryption_issue,resolved
Laptop booted into BitLocker recovery prompt,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10195,hardware_issue,encryption_issue,resolved
Permission denied accessing project folder in shared drive.,Cause: Account missing required security group. Fix: Added correct access group to account.,1.0,TDX-10196,permission_issue,permission_issue,resolved
Permission denied accessing project folder in shared drive.,Cause: Local profile data corruption and authentication issues after recent change window. Fix: Rebuilt application's local profile data.,0.0,TDX-10196,permission_issue,permission_issue,resolved
Wi-Fi keeps dropping due to expired certificate,Cause: Wireless certificate on laptop had expired. Fix: Pushed new wireless certificate and reconnected device.,1.0,TDX-10197,network_issue,wifi_connectivity,resolved
Wi-Fi keeps dropping due to expired certificate,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10197,network_issue,wifi_connectivity,resolved
API call failing after recent upstream service deployment,Cause: Upstream API response payload change broke downstream parser. Fix: Roll forward client configuration to current API contract.,1.0,TDX-10198,software_access,api_failure,resolved
API call failing after recent upstream service deployment,"Cause: Dock firmware outdated. Fix: Updated dock firmware, stabilized USB ports.",0.0,TDX-10198,software_access,api_failure,resolved
Received a suspicious phishing email about payroll or invoice review.,Cause: Email matched known phishing patterns. Fix: Quarantined the message and blocked similar sender patterns.,1.0,TDX-10199,phishing_report,phishing_report,resolved
Received a suspicious phishing email about payroll or invoice review.,Cause: File deleted from shared folder. Fix: Recovered file from backup and placed back in shared folder.,0.0,TDX-10199,phishing_report,phishing_report,resolved
Cannot see network drive after sign-in,Cause: Stale mapping entry. Fix: Refreshed drive mapping policy.,1.0,TDX-10200,network_issue,shared_drive_issue,resolved
Cannot see network drive after sign-in,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",0.0,TDX-10200,network_issue,shared_drive_issue,resolved
