sentence1,sentence2,label,ticket_id,issue_category,ground_truth_primary_issue_category,ground_truth_resolution_state
Outlook keeps asking for credentials and mailbox won't open.,"Cause: Cached credentials issue. Fix: Clear cached credentials, sign in again.",1.0,TDX-10107,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox won't open.,Cause: Account was locked. Fix: Account unlocked by IT support.,0.0,TDX-10107,email_issue,email_issue,resolved
Permission denied accessing department shared drive folder,Cause: Account missing required security group. Fix: Added correct access group to account.,1.0,TDX-10108,permission_issue,permission_issue,resolved
Permission denied accessing department shared drive folder,"Cause: Previous reset token expired, account locked. Fix: Generated new password reset link, unlocked account.",0.0,TDX-10108,permission_issue,permission_issue,resolved
"Printing jobs stuck, printer looks offline.",Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,1.0,TDX-10109,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer looks offline.",Cause: Account was locked. Fix: Account unlocked and user able to sign in.,0.0,TDX-10109,printer_issue,printer_issue,resolved
Account locked after too many login attempts.,Cause: Account lockout due to multiple failed attempts. Fix: Cleared the lockout and confirmed account authentication.,1.0,TDX-10110,account_locked,account_locked,resolved
Account locked after too many login attempts.,"Cause: VPN profile expired. Fix: Updated the profile, and the connection completed successfully.",0.0,TDX-10110,account_locked,account_locked,resolved
Cannot access project folder in department shared drive,Cause: Account missing required security group. Fix: Added correct access group to account.,1.0,TDX-10111,permission_issue,permission_issue,resolved
Cannot access project folder in department shared drive,"Cause: Local printer mapping stale. Fix: Clear local print queue, reinstall printer mapping.",0.0,TDX-10111,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder.,Cause: Incorrect group membership. Fix: Added correct access group to account and folder opened.,1.0,TDX-10112,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder.,Cause: Too many failed login attempts. Fix: Account unlocked by IT support.,0.0,TDX-10112,permission_issue,permission_issue,resolved
Password reset link invalid and expired.,"Cause: Previous reset token had expired. Fix: Generated new password reset link, which worked after request.",1.0,TDX-10113,password_reset,password_reset,resolved
Password reset link invalid and expired.,Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,0.0,TDX-10113,password_reset,password_reset,resolved
Cannot access email from desktop Outlook app.,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10115,email_issue,email_issue,resolved
Cannot access email from desktop Outlook app.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10115,email_issue,email_issue,resolved
Cannot access shared project folder.,Cause: Group membership update needed. Fix: Added correct access group to account and folder opened.,1.0,TDX-10116,permission_issue,permission_issue,resolved
Cannot access shared project folder.,Cause: Local printer mapping stale. Fix: Reinstall printer mapping; printing succeeded.,0.0,TDX-10116,permission_issue,permission_issue,resolved
Cannot access shared project folder,Cause: Account missing required security group. Fix: Applied the required security group.,1.0,TDX-10117,permission_issue,permission_issue,resolved
Cannot access shared project folder,Cause: Account was locked out. Fix: Cleared lockout and confirmed account can authenticate again.,0.0,TDX-10117,permission_issue,permission_issue,resolved
Reset link is invalid after requesting new email.,Cause: Reset token was no longer valid. Fix: Generated fresh password reset link and it should work now.,1.0,TDX-10118,password_reset,password_reset,resolved
Reset link is invalid after requesting new email.,"Cause: Account missing required security group. Fix: Applied the required security group, restored access.",0.0,TDX-10118,password_reset,password_reset,resolved
Account locked after too many login attempts.,Cause: Too many failed login attempts. Fix: Account unlocked by IT support.,1.0,TDX-10119,account_locked,account_locked,resolved
Account locked after too many login attempts.,Cause: Access group missing. Fix: Added correct access group to account and folder opened.,0.0,TDX-10119,account_locked,account_locked,resolved
Cannot connect to VPN after authentication,Cause: Outdated VPN profile. Fix: Sent updated profile and had user reconnect.,1.0,TDX-10121,vpn_issue,vpn_issue,resolved
Cannot connect to VPN after authentication,Cause: Folder permissions not correctly assigned. Fix: Added correct access group to account and the folder opened.,0.0,TDX-10121,vpn_issue,vpn_issue,resolved
Password reset email link invalid,Cause: Previous reset token expired. Fix: Generated fresh password reset link.,1.0,TDX-10122,password_reset,password_reset,resolved
Password reset email link invalid,Cause: Account missing required security group. Fix: Added correct access group to account.,0.0,TDX-10122,password_reset,password_reset,resolved
"Printing jobs stuck, printer appears offline.",Cause: Local printer mapping stale. Fix: Reinstalling printer mapping resolved issue.,1.0,TDX-10123,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer appears offline.",Cause: Account was locked due to multiple failed login attempts. Fix: Account unlocked and able to sign in again.,0.0,TDX-10123,printer_issue,printer_issue,resolved
Password reset link invalid due to expired token.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10124,password_reset,password_reset,resolved
Password reset link invalid due to expired token.,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,0.0,TDX-10124,password_reset,password_reset,resolved
"Printer not working, print queue issues",Cause: Stale printer mapping and additional related setting. Fix: Removed and re-added the printer.,1.0,TDX-10125,printer_issue,printer_issue,resolved
"Printer not working, print queue issues","Cause: Account missing required security group. Fix: Applied needed security group, restored access.",0.0,TDX-10125,printer_issue,printer_issue,resolved
Printer unavailable from computer.,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,1.0,TDX-10126,printer_issue,printer_issue,resolved
Printer unavailable from computer.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10126,printer_issue,printer_issue,resolved
Cannot access shared team folder,"Cause: Account missing required security group. Fix: Added security group to account, restored access.",1.0,TDX-10127,permission_issue,permission_issue,resolved
Cannot access shared team folder,"Cause: VPN profile expired. Fix: Updated and reconnected with new profile, resolved connection issue.",0.0,TDX-10127,permission_issue,permission_issue,resolved
Unable to log into account due to lockout.,Cause: Account was locked. Fix: Account unlocked by IT support.,1.0,TDX-10128,account_locked,account_locked,resolved
Unable to log into account due to lockout.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10128,account_locked,account_locked,resolved
Outlook keeps prompting for password and mailbox won't load.,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,1.0,TDX-10129,email_issue,email_issue,resolved
Outlook keeps prompting for password and mailbox won't load.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10129,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox will not open.,Cause: Stale local credentials in Outlook. Fix: Clear cached credentials and sign in again.,1.0,TDX-10130,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox will not open.,Cause: Local printer mapping stale. Fix: Clear the queue and reinstall printer mapping.,0.0,TDX-10130,email_issue,email_issue,resolved
Account locked and cannot access email or portal.,Cause: Account was locked out. Fix: Cleared lockout and confirmed account can authenticate again.,1.0,TDX-10131,account_locked,account_locked,resolved
Account locked and cannot access email or portal.,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10131,account_locked,account_locked,resolved
Password reset email token expired,Cause: Reset token was no longer valid. Fix: New reset email issued and old token removed.,1.0,TDX-10132,password_reset,password_reset,resolved
Password reset email token expired,Cause: Local Outlook profile issues. Fix: Clear cached credentials and sign in again.,0.0,TDX-10132,password_reset,password_reset,resolved
Permission denied accessing shared team folder.,"Cause: Account missing required security group. Fix: Applied needed security group, restored access.",1.0,TDX-10134,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10134,permission_issue,permission_issue,resolved
Outlook keeps asking for credentials,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10135,email_issue,email_issue,resolved
Outlook keeps asking for credentials,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10135,email_issue,email_issue,resolved
VPN fails after authentication,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,1.0,TDX-10136,vpn_issue,vpn_issue,resolved
VPN fails after authentication,"Cause: Account missing required security group. Fix: Applied needed security group, restored access.",0.0,TDX-10136,vpn_issue,vpn_issue,resolved
Outlook keeps asking for password,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10138,email_issue,email_issue,resolved
Outlook keeps asking for password,Cause: Previous reset token expired. Fix: Generated new password reset link.,0.0,TDX-10138,email_issue,email_issue,resolved
Print jobs stuck in queue,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10139,printer_issue,printer_issue,resolved
Print jobs stuck in queue,Cause: Local Outlook profile issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10139,printer_issue,printer_issue,resolved
Printing jobs stuck on shared department printer.,Cause: Printer mapping issue. Fix: Clear queue and reinstall printer mapping.,1.0,TDX-10140,printer_issue,printer_issue,resolved
Printing jobs stuck on shared department printer.,Cause: Account was locked. Fix: Account unlocked by IT support.,0.0,TDX-10140,printer_issue,printer_issue,resolved
Permission denied accessing shared team folder.,Cause: Access group missing. Fix: Added correct access group to account and the folder opened.,1.0,TDX-10141,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder.,"Cause: VPN profile expired. Fix: Updated and reconnected with new profile, resolved connection issue.",0.0,TDX-10141,permission_issue,permission_issue,resolved
Permission denied when opening shared team folder.,"Cause: Account missing required security group. Fix: Applied the required security group, restored access.",1.0,TDX-10142,permission_issue,permission_issue,resolved
Permission denied when opening shared team folder.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10142,permission_issue,permission_issue,resolved
"Printing jobs stuck, printer looks offline.",Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10143,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer looks offline.",Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,0.0,TDX-10143,printer_issue,printer_issue,resolved
Cannot access email from desktop Outlook app,Cause: Credential cache issue. Fix: Cleared credential cache and re-added account.,1.0,TDX-10144,email_issue,email_issue,resolved
Cannot access email from desktop Outlook app,Cause: Account was locked due to multiple failed login attempts. Fix: Cleared lockout and confirmed account can authenticate again.,0.0,TDX-10144,email_issue,email_issue,resolved
VPN connection fails after authentication.,"Cause: VPN profile expired. Fix: Updated and reconnected with new profile, resolved connection issue.",1.0,TDX-10145,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,Cause: Local Outlook profile issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10145,vpn_issue,vpn_issue,resolved
Account locked after too many login attempts.,Cause: Account lockout due to multiple failed attempts. Fix: Agent unlocked the account.,1.0,TDX-10146,account_locked,account_locked,resolved
Account locked after too many login attempts.,Cause: Local printer mapping stale. Fix: Removed and re-added printer; test page printed successfully.,0.0,TDX-10146,account_locked,account_locked,resolved
VPN connection fails after trying multiple restarts.,Cause: outdated VPN client profile. Fix: updated profile and reconnected successfully.,1.0,TDX-10147,vpn_issue,vpn_issue,resolved
VPN connection fails after trying multiple restarts.,Cause: Account was in a lockout state. Fix: Cleared the lockout and confirmed account can authenticate again.,0.0,TDX-10147,vpn_issue,vpn_issue,resolved
"Printing jobs stuck, printer appears offline.",Cause: Printer queue was full and mapping needed reinstallation. Fix: Cleared the queue and reinstalled printer mapping; printing succeeded.,1.0,TDX-10148,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer appears offline.",Cause: Folder permissions not correctly assigned. Fix: Added correct access group to account and the folder opened.,0.0,TDX-10148,printer_issue,printer_issue,resolved
Account locked after too many login attempts.,Cause: Account lockout due to multiple failed login attempts. Fix: Account unlocked by IT support.,1.0,TDX-10149,account_locked,account_locked,resolved
Account locked after too many login attempts.,"Cause: VPN profile expired. Fix: Updated and reconnected with new profile, resolved connection issue.",0.0,TDX-10149,account_locked,account_locked,resolved
Permission denied accessing project folder,"Cause: Security group not applied. Fix: Applied required security group, access restored.",1.0,TDX-10150,permission_issue,permission_issue,resolved
Permission denied accessing project folder,Cause: Reset token was no longer valid. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10150,permission_issue,permission_issue,resolved
Outlook keeps asking for credentials and mailbox will not open.,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,1.0,TDX-10151,email_issue,email_issue,resolved
Outlook keeps asking for credentials and mailbox will not open.,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,0.0,TDX-10151,email_issue,email_issue,resolved
Can't reset password due to expired token.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10152,password_reset,password_reset,resolved
Can't reset password due to expired token.,Cause: Access group missing. Fix: Added correct access group.,0.0,TDX-10152,password_reset,password_reset,resolved
Password reset link expired.,Cause: Previous reset token had expired. Fix: Generated fresh password reset link and it worked.,1.0,TDX-10153,password_reset,password_reset,resolved
Password reset link expired.,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,0.0,TDX-10153,password_reset,password_reset,resolved
Password reset link expired.,Cause: Reset token was no longer valid. Fix: Generated a fresh password reset link.,1.0,TDX-10154,password_reset,password_reset,resolved
Password reset link expired.,Cause: Account missing required security group. Fix: Added correct access group to account.,0.0,TDX-10154,password_reset,password_reset,resolved
Password reset link invalid,Cause: Reset token expired. Fix: Issued new reset email and removed expired token.,1.0,TDX-10155,password_reset,password_reset,resolved
Password reset link invalid,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",0.0,TDX-10155,password_reset,password_reset,resolved
Forgot password and reset link expired.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10156,password_reset,password_reset,resolved
Forgot password and reset link expired.,Cause: Access group missing. Fix: Added correct access group.,0.0,TDX-10156,password_reset,password_reset,resolved
"Printing jobs stuck, printer looks offline.",Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,1.0,TDX-10157,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer looks offline.",Cause: Account was locked. Fix: Account unlocked by IT support.,0.0,TDX-10157,printer_issue,printer_issue,resolved
Password reset link expired.,Cause: Previous token expired. Fix: Generated new password reset link and it worked.,1.0,TDX-10158,password_reset,password_reset,resolved
Password reset link expired.,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",0.0,TDX-10158,password_reset,password_reset,resolved
Reset link expired after multiple attempts.,Cause: Reset token was no longer valid. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10159,password_reset,password_reset,resolved
Reset link expired after multiple attempts.,Cause: Access group not correctly assigned. Fix: Added correct access group to account.,0.0,TDX-10159,password_reset,password_reset,resolved
"Forgot password, reset link invalid",Cause: Previous reset token expired. Fix: Generated new password reset link.,1.0,TDX-10160,password_reset,password_reset,resolved
"Forgot password, reset link invalid",Cause: Outlook credential cache was corrupted. Fix: Cleared credential cache and re-added account.,0.0,TDX-10160,password_reset,password_reset,resolved
Outlook keeps asking for password,Cause: stale local credentials in Outlook. Fix: clearing cached credentials and signing in again.,1.0,TDX-10161,email_issue,email_issue,resolved
Outlook keeps asking for password,"Cause: Security group not applied. Fix: Applied required security group, restored access.",0.0,TDX-10161,email_issue,email_issue,resolved
Unable to log into account due to lockout,Cause: Account locked after too many attempts. Fix: Account unlocked by IT.,1.0,TDX-10163,account_locked,account_locked,resolved
Unable to log into account due to lockout,Cause: Incorrect group membership. Fix: Added correct access group to account and folder opened.,0.0,TDX-10163,account_locked,account_locked,resolved
Printer jobs stuck in queue,Cause: Local printer mapping stale. Fix: Clear print queue and reinstall printer mapping.,1.0,TDX-10164,printer_issue,printer_issue,resolved
Printer jobs stuck in queue,Cause: Security group not applied. Fix: Applied required security group and restored access.,0.0,TDX-10164,printer_issue,printer_issue,resolved
Cannot open department shared drive due to permission issue,"Cause: Security group not applied. Fix: Applied required security group, restored access.",1.0,TDX-10165,permission_issue,permission_issue,resolved
Cannot open department shared drive due to permission issue,Cause: Printer queue was full and mapping needed reinstallation. Fix: Cleared the queue and reinstalled printer mapping; printing succeeded.,0.0,TDX-10165,permission_issue,permission_issue,resolved
Reset link invalid and expired.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10166,password_reset,password_reset,resolved
Reset link invalid and expired.,Cause: Printer queue was full and mapping needed reinstallation. Fix: Cleared the queue and reinstalled printer mapping; printing succeeded.,0.0,TDX-10166,password_reset,password_reset,resolved
Outlook mailbox not loading,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,1.0,TDX-10168,email_issue,email_issue,resolved
Outlook mailbox not loading,Cause: Incorrect group membership. Fix: Added correct access group.,0.0,TDX-10168,email_issue,email_issue,resolved
Permission denied accessing shared team folder,Cause: Access group not correctly assigned. Fix: Added correct access group to account.,1.0,TDX-10169,permission_issue,permission_issue,resolved
Permission denied accessing shared team folder,Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,0.0,TDX-10169,permission_issue,permission_issue,resolved
Email inbox not loading in Outlook desktop.,Cause: Stale local credentials in Outlook. Fix: Cleared Outlook credential cache and re-added account.,1.0,TDX-10170,email_issue,email_issue,resolved
Email inbox not loading in Outlook desktop.,Cause: Account locked due to too many failed login attempts. Fix: IT cleared the lockout and confirmed account authentication.,0.0,TDX-10170,email_issue,email_issue,resolved
"Printing jobs stuck, printer appears offline.",Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10171,printer_issue,printer_issue,resolved
"Printing jobs stuck, printer appears offline.","Cause: VPN profile expired. Fix: Updated and reconnected with new profile, resolved the issue.",0.0,TDX-10171,printer_issue,printer_issue,resolved
"Account says locked, preventing access.",Cause: Account was locked. Fix: Account unlocked and user able to sign in.,1.0,TDX-10175,account_locked,account_locked,resolved
"Account says locked, preventing access.",Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10175,account_locked,account_locked,resolved
Password reset link invalid,Cause: Previous reset token expired. Fix: Generated fresh password reset link.,1.0,TDX-10176,password_reset,password_reset,resolved
Password reset link invalid,Cause: Cached credentials were invalid. Fix: Clear cached credentials and sign in again.,0.0,TDX-10176,password_reset,password_reset,resolved
Cannot connect to VPN from home after authentication failure.,"Cause: Outdated VPN profile. Fix: Updated profile and reconnected with it, successfully connected.",1.0,TDX-10177,vpn_issue,vpn_issue,resolved
Cannot connect to VPN from home after authentication failure.,Cause: account locked due to too many failed login attempts. Fix: account unlocked by IT support.,0.0,TDX-10177,vpn_issue,vpn_issue,resolved
Account locked despite correct password.,"Cause: Account lockout detected. Fix: Account unlocked, allowing login.",1.0,TDX-10178,account_locked,account_locked,resolved
Account locked despite correct password.,Cause: Outlook credential cache was cleared and account re-added. Fix: The mailbox now loads correctly.,0.0,TDX-10178,account_locked,account_locked,resolved
"Forgot password, reset link invalid",Cause: Previous reset token expired. Fix: Issued new reset email and removed expired token.,1.0,TDX-10180,password_reset,password_reset,resolved
"Forgot password, reset link invalid",Cause: Outdated VPN client profile. Fix: Updated profile and reconnected successfully.,0.0,TDX-10180,password_reset,password_reset,resolved
Permission denied accessing project folder,Cause: Account missing required security group. Fix: Added correct access group.,1.0,TDX-10181,permission_issue,permission_issue,resolved
Permission denied accessing project folder,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10181,permission_issue,permission_issue,resolved
VPN connection fails after authentication.,"Cause: VPN profile expired. Fix: Updated the profile, and the connection succeeded.",1.0,TDX-10183,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication.,Cause: Additional related setting not applied. Fix: Correct access group added to account and folder opened.,0.0,TDX-10183,vpn_issue,vpn_issue,resolved
Printer shows offline and print jobs stuck in queue.,Cause: Local printer mapping stale. Fix: Removed and re-added printer; test page printed successfully.,1.0,TDX-10184,printer_issue,printer_issue,resolved
Printer shows offline and print jobs stuck in queue.,"Cause: Account was locked. Fix: Cleared the lockout, allowing account to authenticate again.",0.0,TDX-10184,printer_issue,printer_issue,resolved
Account locked due to multiple failed login attempts.,Cause: Multiple failed login attempts. Fix: Account unlocked by IT support.,1.0,TDX-10186,account_locked,account_locked,resolved
Account locked due to multiple failed login attempts.,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,0.0,TDX-10186,account_locked,account_locked,resolved
Account says it is locked and cannot access email or portal.,"Cause: Account was locked. Fix: Cleared the lockout, allowing account to authenticate again.",1.0,TDX-10187,account_locked,account_locked,resolved
Account says it is locked and cannot access email or portal.,Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,0.0,TDX-10187,account_locked,account_locked,resolved
Print jobs stuck on office printer,Cause: Local printer mapping stale. Fix: Removed and re-added the printer.,1.0,TDX-10188,printer_issue,printer_issue,resolved
Print jobs stuck on office printer,"Cause: Previous reset token expired, account locked. Fix: Generated new password reset link, unlocked account.",0.0,TDX-10188,printer_issue,printer_issue,resolved
Password reset email token expired.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10189,password_reset,password_reset,resolved
Password reset email token expired.,Cause: VPN profile expired. Fix: Updated and reconnected with new profile.,0.0,TDX-10189,password_reset,password_reset,resolved
Permission denied when opening department shared drive,Cause: Access group missing. Fix: Added correct access group to account and folder opened.,1.0,TDX-10191,permission_issue,permission_issue,resolved
Permission denied when opening department shared drive,Cause: Local printer mapping stale. Fix: Reinstalling printer mapping.,0.0,TDX-10191,permission_issue,permission_issue,resolved
Printer shows offline and print jobs stuck,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,1.0,TDX-10192,printer_issue,printer_issue,resolved
Printer shows offline and print jobs stuck,Cause: Outdated VPN profile. Fix: Updated and reconnected with new profile.,0.0,TDX-10192,printer_issue,printer_issue,resolved
Cannot access shared team folder,"Cause: Account missing required security group. Fix: Applied the required security group, restored access.",1.0,TDX-10193,permission_issue,permission_issue,resolved
Cannot access shared team folder,Cause: Previous reset token expired. Fix: Generated fresh password reset link.,0.0,TDX-10193,permission_issue,permission_issue,resolved
Cannot connect to expired VPN profile from home.,"Cause: VPN client profile was expired. Fix: Updated the profile, and connection completed successfully.",1.0,TDX-10194,vpn_issue,vpn_issue,resolved
Cannot connect to expired VPN profile from home.,"Cause: Local printer mapping stale. Fix: Clear local print queue, reinstall printer mapping.",0.0,TDX-10194,vpn_issue,vpn_issue,resolved
Printer unavailable from computer.,"Cause: Printer queue stuck on user's machine. Fix: Removed and re-added the printer, then test page printed successfully.",1.0,TDX-10195,printer_issue,printer_issue,resolved
Printer unavailable from computer.,"Cause: Account missing required security group. Fix: Applied the required security group, restored access.",0.0,TDX-10195,printer_issue,printer_issue,resolved
Account locked and unable to access email or portal.,"Cause: Account was locked out. Fix: Cleared lockout, confirmed account can authenticate again.",1.0,TDX-10196,account_locked,account_locked,resolved
Account locked and unable to access email or portal.,"Cause: VPN client profile was expired. Fix: Updated the profile, and connection completed successfully.",0.0,TDX-10196,account_locked,account_locked,resolved
Cannot open project folder due to permission issue,Cause: Incorrect group membership. Fix: Added correct access group.,1.0,TDX-10197,permission_issue,permission_issue,resolved
Cannot open project folder due to permission issue,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",0.0,TDX-10197,permission_issue,permission_issue,resolved
Outlook desktop app keeps prompting for password,"Cause: Outlook credential cache was cleared and account re-added. Fix: Credential cache cleared, account re-added; mailbox loads correctly.",1.0,TDX-10198,email_issue,email_issue,resolved
Outlook desktop app keeps prompting for password,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,0.0,TDX-10198,email_issue,email_issue,resolved
